Date/Time From,Date/Time To,App Registrations,QR Codes Generated,NZBN Registered Businesses,Scans,Manual Entries,Active Devices,Bluetooth Active (24hr)
3/07/2022 12:00,4/07/2022 12:00,30,0,0,"5,353","4,124","4,482","1,875,573"
4/07/2022 12:00,5/07/2022 12:00,31,0,0,"6,513","4,383","5,086","1,874,745"
5/07/2022 12:00,6/07/2022 12:00,15,0,0,"6,676","4,730","5,106","1,872,404"
6/07/2022 12:00,7/07/2022 12:00,6,0,0,"6,727","4,328","5,180","1,869,714"
7/07/2022 12:00,8/07/2022 12:00,6,0,0,"6,576","4,218","4,975","1,866,800"
8/07/2022 12:00,9/07/2022 12:00,5,0,0,"4,872","3,671","4,036","1,861,916"
9/07/2022 12:00,10/07/2022 12:00,2,0,0,"3,525","3,570","3,298","1,849,243"
10/07/2022 12:00,11/07/2022 12:00,0,0,0,"4,776","4,506","4,259","1,854,249"
11/07/2022 12:00,12/07/2022 12:00,2,0,0,"5,281","4,067","4,400","1,854,097"
12/07/2022 12:00,13/07/2022 12:00,3,0,0,"5,827","4,194","4,647","1,853,190"
13/07/2022 12:00,14/07/2022 12:00,1,0,0,"6,188","4,477","4,943","1,850,277"
14/07/2022 12:00,15/07/2022 12:00,1,0,0,"5,973","4,377","4,751","1,847,390"
15/07/2022 12:00,16/07/2022 12:00,1,0,0,"4,925","3,931","4,016","1,841,617"
16/07/2022 12:00,17/07/2022 12:00,1,0,0,"3,473","3,382","3,279","1,829,409"
17/07/2022 12:00,18/07/2022 12:00,3,0,0,"4,633","4,230","4,114","1,835,921"
